location_raw,district,sensitivity_zone,OPERATION START DATE,OPERATION END DATE,start_date,end_date,duration_days,year,month,year_month,policy_era,intervention_primary,intervention_secondary,is_mixed_intervention,not_executed,is_self_closure,with_outreach,spatial_notes,location_type,location_for_geocoding,latitude,longitude,geocode_source,geocode_notes,intervention_raw
Bancroft between Cole St and 55th St,D6,High,"April 01, 2025","April 03, 2025",2025-04-01,2025-04-03,2,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Bancroft between Cole Street and 55th Street, Oakland, CA",37.7717572,-122.1985608,overpass_endpoint_cross1,,Closure
Bancroft Ave between 55th Ave and Hilton St,D6,High,"April 01, 2025","April 03, 2025",2025-04-01,2025-04-03,2,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Bancroft Avenue between 55th Avenue and Hilton Street, Oakland, CA",37.771553299999994,-122.19664515,overpass_midpoint,,Closure
Bancroft between Cole St and Trask St,D6,High,"April 01, 2025","April 03, 2025",2025-04-01,2025-04-03,2,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Bancroft between Cole Street and Trask Street, Oakland, CA",37.7715042,-122.1964352,overpass_midpoint,,Closure
Grove Shafter Park (s near park and encampment next to freeway),D3,High,"March 24, 2025","March 27, 2025",2025-03-24,2025-03-27,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,named_place,"Grove Shafter Park (s near park and encampment next to freeway), Oakland, CA",37.8249749,-122.2696945,manual_input,manual_input,Closure
33rd St between 34th St and Telegraph Ave,D3,High,"March 24, 2025","March 27, 2025",2025-03-24,2025-03-27,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"33rd Street between 34th Street and Telegraph Avenue, Oakland, CA",37.8222572,-122.26714875,overpass_midpoint,,Closure
34th St between Andover St & Elm St,D3,High,"March 24, 2025","March 27, 2025",2025-03-24,2025-03-27,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"34th Street between Andover Street & Elm Street, Oakland, CA",37.82207235,-122.26470520000001,overpass_midpoint,"regeocoded_tight_bbox:37.63,-122.38,37.9,-122.11",Closure
34th St between Elm St & Telegraph Ave,D3,High,"March 24, 2025","March 27, 2025",2025-03-24,2025-03-27,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"34th Street between Elm Street & Telegraph Avenue, Oakland, CA",37.8223285,-122.26573555,overpass_midpoint,"regeocoded_tight_bbox:37.63,-122.38,37.9,-122.11",Closure
34th St between MLK & Telegraph Ave (Overpass),D3,High,"March 24, 2025","March 27, 2025",2025-03-24,2025-03-27,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"34th Street between Martin Luther King Jr Boulevard & Telegraph Avenue (Overpass), Oakland, CA",37.8229271,-122.2681601,overpass_midpoint,"regeocoded_tight_bbox:37.63,-122.38,37.9,-122.11",Closure
Castro St between 2nd St St and 3rd St,D3,High,"March 24, 2025","March 27, 2025",2025-03-24,2025-03-27,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Castro Street between 2nd Street Street and 3rd Street, Oakland, CA",37.799091,-122.2818867,overpass_endpoint_cross2,,Closure
Castro St between 3rd St and 4th St,D3,High,"March 24, 2025","March 27, 2025",2025-03-24,2025-03-27,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Castro Street between 3rd Street and 4th Street, Oakland, CA",37.799437,-122.2816706,overpass_midpoint,,Closure
Castro St between 4th St and 5th St,D3,High,"March 24, 2025","March 27, 2025",2025-03-24,2025-03-27,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Castro Street between 4th Street and 5th Street, Oakland, CA",37.8001285,-122.28123395,overpass_midpoint,,Closure
Castro St between 5th St and 6th St,D3,High,"March 24, 2025","March 27, 2025",2025-03-24,2025-03-27,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Castro Street between 5th Street and 6th Street, Oakland, CA",37.8008074,-122.2808027,overpass_midpoint,,Closure
27th St between MLK Jr Way and Northgate Ave,D3,High,"March 24, 2025","March 28, 2025",2025-03-24,2025-03-28,4,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"27th Street between Martin Luther King Jr Boulevard Jr Way and Northgate Avenue, Oakland, CA",37.8169130375,-122.2710344125,overpass_midpoint,,Closure
23rd St between Northgate Ave and Telegraph Ave,D3,High,"March 24, 2025","March 28, 2025",2025-03-24,2025-03-28,4,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"23rd Street between Northgate Avenue and Telegraph Avenue, Oakland, CA",37.812806825,-122.269949775,overpass_midpoint,,Closure
23rd St between MLK to Northgate,D3,High,"March 24, 2025","March 28, 2025",2025-03-24,2025-03-28,4,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"23rd Street between Martin Luther King Jr Boulevard to Northgate, Oakland, CA",37.81321685,-122.271816625,overpass_midpoint,,Closure
W Grand Ave between Northgate Ave and Telegraph Ave,D3,High,"March 24, 2025","March 28, 2025",2025-03-24,2025-03-28,4,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"West Grand Avenue between Northgate Avenue and Telegraph Avenue, Oakland, CA",37.8121003625,-122.2701961125,overpass_midpoint,,Closure
W Grand Ave between MLK to Northgate,D3,High,"March 24, 2025","March 28, 2025",2025-03-24,2025-03-28,4,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"West Grand Avenue between Martin Luther King Jr Boulevard to Northgate, Oakland, CA",37.8124298875,-122.2720840875,overpass_midpoint,,Closure
Jefferson St between 2nd St and Embarcadero West,D3,High,"March 20, 2025","March 20, 2025",2025-03-20,2025-03-20,0,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Jefferson Street between 2nd Street and Embarcadero West, Oakland, CA",37.79711875,-122.280175375,overpass_midpoint,,Closure
Foothill Blvd between 67th Avenue and 68th Avenue,D6,High,"March 13, 2025","March 13, 2025",2025-03-13,2025-03-13,0,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Foothill Boulevard between 67th Avenue and 68th Avenue, Oakland, CA",37.770022775,-122.1788037,overpass_midpoint,,Closure
68th Ave between Foothill Blvd and Bancroft Ave,D6,High,"March 13, 2025","March 13, 2025",2025-03-13,2025-03-13,0,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"68th Avenue between Foothill Boulevard and Bancroft Avenue, Oakland, CA",37.769288849999995,-122.179034025,overpass_midpoint,,Closure
67th Ave between Foothill Blvd and Bancroft Ave,D6,High,"March 13, 2025","March 13, 2025",2025-03-13,2025-03-13,0,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"67th Avenue between Foothill Boulevard and Bancroft Avenue, Oakland, CA",37.769666875,-122.1801456,overpass_midpoint,,Closure
Bancroft Blvd between 67th Ave and 68th Ave,D6,High,"March 13, 2025","March 13, 2025",2025-03-13,2025-03-13,0,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Bancroft Boulevard between 67th Avenue and 68th Avenue, Oakland, CA",37.76893294999999,-122.180375925,overpass_midpoint,,Closure
73rd Ave between Internationaland Orral St,D6,High,"March 11, 2025","March 13, 2025",2025-03-11,2025-03-13,2,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"73rd Avenue between Internationaland Orral Street, Oakland, CA",37.7596003,-122.1865217,manual_input,manual_input,Closure
Cul-de-sac at 73rd Ave and Herbert Guice Way,D6,High,"March 11, 2025","March 13, 2025",2025-03-11,2025-03-13,2,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Cul-de-sac at 73rd Avenue and Herbert Guice Way, Oakland, CA",37.7580189,-122.1890101,overpass_direct,,Closure
Hamilton St between 69th Ave and 70th Ave,D6,High,"March 11, 2025","March 13, 2025",2025-03-11,2025-03-13,2,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Hamilton Street between 69th Avenue and 70th Avenue, Oakland, CA",37.7587139,-122.19265215,overpass_midpoint,,Closure
Hamilton St between 70th Ave and 71st Ave,D6,High,"March 11, 2025","March 13, 2025",2025-03-11,2025-03-13,2,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Hamilton Street between 70th Avenue and 71st Avenue, Oakland, CA",37.75819205,-122.19211795,overpass_midpoint,,Closure
Hamilton St between 71st Ave and 72nd Ave,D6,High,"March 11, 2025","March 13, 2025",2025-03-11,2025-03-13,2,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Hamilton Street between 71st Avenue and 72nd Avenue, Oakland, CA",37.75766905,-122.1915864,overpass_midpoint,,Closure
Hamilton St between 72nd Ave and 73rd Ave,D6,High,"March 11, 2025","March 13, 2025",2025-03-11,2025-03-13,2,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Hamilton Street between 72nd Avenue and 73rd Avenue, Oakland, CA",37.7571471,-122.19105695,overpass_midpoint,,Closure
Hamilton St between 73rd Ave and Hegenberger Rd,D6,High,"March 11, 2025","March 13, 2025",2025-03-11,2025-03-13,2,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Hamilton Street between 73rd Avenue and Hegenberger Road, Oakland, CA",37.7566248,-122.1905234,overpass_midpoint,,Closure
7014 Hamilton St,D6,High,"March 11, 2025","March 13, 2025",2025-03-11,2025-03-13,2,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,address,"7014 Hamilton Street, Oakland, CA",37.7583437,-122.1919082,nominatim,,Closure
Peralta St between 3rd St and 7th St,D5,High,"March 05, 2025","March 07, 2025",2025-03-05,2025-03-07,2,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Peralta Street between 3rd Street and 7th Street, Oakland, CA",37.804809475,-122.299190575,overpass_midpoint,,Closure
Peralta St between 5th St and 7th St,D5,High,"March 05, 2025","March 07, 2025",2025-03-05,2025-03-07,2,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Peralta Street between 5th Street and 7th Street, Oakland, CA",37.805492775000005,-122.298643825,overpass_midpoint,,Closure
E 8th St between Fruitvale Ave and 34th Ave,D5,High,"March 04, 2025","March 06, 2025",2025-03-04,2025-03-06,2,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"E 8th Street between Fruitvale Avenue and 34th Avenue, Oakland, CA",37.77264915000001,-122.22704025,overpass_midpoint,"regeocoded_tight_bbox:37.63,-122.38,37.9,-122.11",Closure
E 8th St between 34th Ave and 36th Ave,D5,High,"March 04, 2025","March 06, 2025",2025-03-04,2025-03-06,2,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"E 8th Street between 34th Avenue and 36th Avenue, Oakland, CA",37.772046450000005,-122.22537679999999,overpass_midpoint,"regeocoded_tight_bbox:37.63,-122.38,37.9,-122.11",Closure
E 8th St between 36th Ave and 37th Ave,D5,High,"March 04, 2025","March 06, 2025",2025-03-04,2025-03-06,2,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"E 8th Street between 36th Avenue and 37th Avenue, Oakland, CA",37.771534599999995,-122.22429819999999,overpass_midpoint,"regeocoded_tight_bbox:37.63,-122.38,37.9,-122.11",Closure
Alameda Avenue between E 8th St and Howard St,D5,High,"March 04, 2025","March 06, 2025",2025-03-04,2025-03-06,2,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Alameda Avenue between E 8th Street and Howard Street, Oakland, CA",37.7681548,-122.2213983,overpass_endpoint_cross1,,Closure
Alameda Avenue between Oakport St and  E 8th St,D5,High,"March 04, 2025","March 06, 2025",2025-03-04,2025-03-06,2,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Alameda Avenue between Oakport Street and E 8th Street, Oakland, CA",37.7680838,-122.22101415,overpass_midpoint,,Closure
East 8th Cul De Sac,D5,High,"March 04, 2025","March 06, 2025",2025-03-04,2025-03-06,2,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,named_place,"East 8th Cul De Sac, Oakland, CA",37.7761225,-122.2348108,manual_input,manual_input,Closure
City Lot at Alameda - 3801 E 8th St,D5,High,"March 04, 2025","March 06, 2025",2025-03-04,2025-03-06,2,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,named_place,"City Lot at Alameda - 3801 E 8th Street, Oakland, CA",37.7693492,-122.22339,manual_input,manual_input,Closure
E 9th St between Fruitvale Ave and 33rd Ave,D5,High,"March 04, 2025","March 06, 2025",2025-03-04,2025-03-06,2,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"E 9th Street between Fruitvale Avenue and 33rd Avenue, Oakland, CA",37.77330945,-122.22744455,overpass_midpoint,,Closure
E 9th St between 34th Ave and 35th Ave,D5,High,"March 04, 2025","March 06, 2025",2025-03-04,2025-03-06,2,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"E 9th Street between 34th Avenue and 35th Avenue, Oakland, CA",37.77272445,-122.2258492,overpass_midpoint,,Closure
E 9th St between 33rd Ave and 34th Ave,D5,High,"March 04, 2025","March 06, 2025",2025-03-04,2025-03-06,2,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"E 9th Street between 33rd Avenue and 34th Avenue, Oakland, CA",37.77299155,-122.22663375,overpass_midpoint,,Closure
E 9th St between 35th Ave and 36th Ave,D5,High,"March 04, 2025","March 06, 2025",2025-03-04,2025-03-06,2,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"E 9th Street between 35th Avenue and 36th Avenue, Oakland, CA",37.77241705,-122.2249252,overpass_midpoint,,Closure
E 9th St between 36th Ave and 37th Ave,D5,High,"March 04, 2025","March 06, 2025",2025-03-04,2025-03-06,2,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"E 9th Street between 36th Avenue and 37th Avenue, Oakland, CA",37.772084,-122.22390175,overpass_midpoint,,Closure
Mandela Pkwy between 11th St and 12th St,D3,High,"March 03, 2025","March 06, 2025",2025-03-03,2025-03-06,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Mandela Parkway between 11th Street and 12th Street, Oakland, CA",37.80878075,-122.292333425,overpass_midpoint,,Closure
16th St between Poplar St and Union St,D3,High,"March 03, 2025","March 06, 2025",2025-03-03,2025-03-06,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"16th Street between Poplar Street and Union Street, Oakland, CA",37.8116627,-122.2882571,overpass_midpoint,,Closure
16th St between Union St and Magnolia St,D3,High,"March 03, 2025","March 06, 2025",2025-03-03,2025-03-06,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"16th Street between Union Street and Magnolia Street, Oakland, CA",37.8114274,-122.28723245,overpass_midpoint,,Closure
16th St between Magnolia St & Adeline St,D3,High,"March 03, 2025","March 06, 2025",2025-03-03,2025-03-06,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"16th Street between Magnolia Street & Adeline Street, Oakland, CA",37.81118075,-122.2861484,overpass_midpoint,,Closure
Adeline St between 16th St and 18th St,D3,High,"March 03, 2025","March 06, 2025",2025-03-03,2025-03-06,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Adeline Street between 16th Street and 18th Street, Oakland, CA",37.81171235,-122.28537395,overpass_midpoint,,Closure
Poplar St between 18th St and 20th St,D3,High,"March 03, 2025","March 06, 2025",2025-03-03,2025-03-06,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Poplar Street between 18th Street and 20th Street, Oakland, CA",37.81392685,-122.28795545,overpass_midpoint,,Closure
Poplar St between 20th St and 21st St,D3,High,"March 03, 2025","March 06, 2025",2025-03-03,2025-03-06,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Poplar Street between 20th Street and 21st Street, Oakland, CA",37.814869,-122.28762005,overpass_midpoint,,Closure
Poplar St between 21st St and W Grand Ave,D3,High,"March 03, 2025","March 06, 2025",2025-03-03,2025-03-06,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Poplar Street between 21st Street and West Grand Avenue, Oakland, CA",37.8157039,-122.287322575,overpass_midpoint,,Closure
Poplar St between W Grand Ave and 24th St,D3,High,"March 03, 2025","March 06, 2025",2025-03-03,2025-03-06,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Poplar Street between West Grand Avenue and 24th Street, Oakland, CA",37.817087400000005,-122.286827475,overpass_midpoint,"regeocoded_tight_bbox:37.63,-122.38,37.9,-122.11",Closure
Poplar St between 24th St and 26th St,D3,High,"March 03, 2025","March 06, 2025",2025-03-03,2025-03-06,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Poplar Street between 24th Street and 26th Street, Oakland, CA",37.8186734,-122.28625385000001,overpass_midpoint,"regeocoded_tight_bbox:37.63,-122.38,37.9,-122.11",Closure
